age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
32, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
19, Private,11, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,0
28, Private,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
31, Private,9, Never-married, Farming-fishing, Unmarried, White, Male,0,0,45, United-States,0
27, Private,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,52, United-States,0
33, Private,9, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0
28, Private,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Jamaica,0
31, Private,9, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States,0
23, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, United-States,0
32, Private,12, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,35, United-States,0
31, Private,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
25, Private,4, Never-married, Sales, Other-relative, White, Male,0,0,45, Guatemala,0
26, Private,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,41, United-States,0
21, Private,10, Married-spouse-absent, Sales, Own-child, Black, Female,0,0,20, United-States,0
20, Private,9, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,0
36, Private,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
29, Private,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0
19, Private,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,0
28, Private,10, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States,0
22, ?,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
21, Private,9, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States,0
28, Self-emp-not-inc,9, Never-married, Other-service, Not-in-family, White, Female,0,0,28, United-States,0
20, Local-gov,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,0
33, Private,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,0
33, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
36, Private,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
17, Private,7, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States,0
32, Private,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
22, ?,10, Separated, ?, Own-child, White, Male,0,0,25, United-States,0
23, Private,3, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, Mexico,0
39, Federal-gov,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
31, Private,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
22, Private,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
31, Local-gov,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
24, State-gov,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
26, Private,9, Never-married, Other-service, Other-relative, White, Male,0,0,30, United-States,0
28, Private,10, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States,0
20, Private,9, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States,0
24, Private,13, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,55, United-States,0
17, Private,6, Never-married, Sales, Own-child, Black, Female,0,0,24, United-States,0
21, ?,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States,0
34, Private,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,17, United-States,0
29, Self-emp-inc,9, Married-civ-spouse, Sales, Wife, White, Female,0,1977,25, United-States,1
28, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
35, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,70, United-States,1
33, Local-gov,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
21, State-gov,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States,0
29, Private,13, Married-civ-spouse, Sales, Husband, White, Male,3103,0,45, United-States,1
34, Private,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Germany,0
19, ?,9, Married-civ-spouse, ?, Wife, White, Female,0,0,36, United-States,0
26, Private,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
25, Private,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Jamaica,0
17, ?,6, Never-married, ?, Own-child, White, Male,0,0,30, United-States,0
22, Private,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,9, United-States,0
29, ?,7, Divorced, ?, Not-in-family, White, Female,3418,0,48, United-States,0
25, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,0
27, Private,13, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, United-States,1
26, Private,13, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,60, Vietnam,0
30, Self-emp-not-inc,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
18, Private,6, Never-married, Other-service, Own-child, Black, Male,0,0,10, United-States,0
25, Private,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
35, Private,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
20, Private,10, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,35, United-States,0
39, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
24, Private,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States,0
34, Private,12, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
37, Federal-gov,10, Never-married, Other-service, Own-child, White, Male,0,0,40, Japan,0
25, Private,9, Separated, Protective-serv, Own-child, Black, Male,0,0,40, United-States,0
24, Private,9, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States,0
35, ?,11, Married-civ-spouse, ?, Wife, White, Female,0,0,40, United-States,1
35, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States,1
22, Private,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States,0
26, State-gov,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
35, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1
24, Private,12, Never-married, Sales, Own-child, White, Male,0,0,20, United-States,0
21, Private,7, Married-spouse-absent, Handlers-cleaners, Own-child, White, Male,0,1762,40, Dominican-Republic,0
31, Private,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0
27, Private,5, Never-married, Priv-house-serv, Unmarried, White, Female,0,0,24, Mexico,0
20, Private,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States,0
29, Private,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
31, Self-emp-not-inc,14, Separated, Tech-support, Not-in-family, White, Female,0,0,25, United-States,0
24, Self-emp-inc,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0
29, Private,9, Married-spouse-absent, Tech-support, Own-child, Black, Male,0,0,40, United-States,0
37, Self-emp-inc,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1
38, Private,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
20, Private,10, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States,0
32, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
37, Private,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
17, Private,6, Never-married, Sales, Own-child, White, Female,0,0,5, United-States,0
38, Private,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States,0
26, Private,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0
36, Private,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States,0
28, Private,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
20, Local-gov,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,30, Puerto-Rico,0
21, Private,10, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States,0
24, Self-emp-not-inc,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
33, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0
28, Private,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,45, United-States,0
22, Private,12, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,0
34, State-gov,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States,0
25, Private,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,0
19, Private,9, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States,0
23, Private,9, Never-married, Sales, Other-relative, White, Male,0,0,55, United-States,0
32, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,0
29, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,30, United-States,1
38, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States,1
35, Private,12, Separated, Sales, Unmarried, White, Male,0,0,40, United-States,0
28, Private,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,1
23, Local-gov,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,32, United-States,0
35, Private,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,0
29, Self-emp-inc,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
24, Self-emp-not-inc,10, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,45, United-States,0
28, Private,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
22, ?,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
26, Local-gov,9, Never-married, Other-service, Other-relative, White, Male,0,0,16, United-States,0
18, Private,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
37, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,0
24, Private,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0
23, State-gov,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
23, Private,13, Never-married, Sales, Not-in-family, White, Male,0,1602,12, United-States,0
26, Private,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0
36, Private,9, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia,0
33, Private,7, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,60, United-States,0
30, Private,10, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,45, United-States,0
32, Private,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1485,40, United-States,1
39, Private,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
25, Private,10, Never-married, Other-service, Own-child, White, Male,0,0,30, Canada,0
29, Private,9, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,40, Laos,0
30, Private,13, Never-married, Sales, Not-in-family, White, Male,0,0,65, United-States,0
35, State-gov,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,0
21, Private,9, Never-married, Other-service, Own-child, Black, Male,0,0,10, United-States,0
29, Private,10, Never-married, Other-service, Not-in-family, Other, Male,0,1590,40, ?,0
30, Private,9, Never-married, Transport-moving, Unmarried, White, Female,0,1669,70, United-States,0
33, Private,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
23, Private,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
22, Private,10, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States,0
30, Local-gov,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1
22, Private,10, Married-spouse-absent, Sales, Own-child, Other, Female,0,0,22, Dominican-Republic,0
35, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,70, United-States,1
24, Private,9, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, Jamaica,0
25, State-gov,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1
29, Private,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,72, United-States,0
22, Private,11, Divorced, Tech-support, Not-in-family, White, Male,0,0,60, United-States,0
38, Self-emp-not-inc,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1
30, Private,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2002,40, United-States,0
38, Private,7, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,65, United-States,0
24, Private,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States,1
36, Local-gov,9, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, China,1
19, ?,9, Never-married, ?, Other-relative, White, Female,0,0,30, United-States,0
28, Private,9, Never-married, Other-service, Other-relative, Other, Male,0,0,48, Mexico,0
35, Federal-gov,13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,28, ?,0
28, State-gov,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States,0
31, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
38, Private,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States,0
34, State-gov,16, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,20, China,0
39, Private,10, Married-civ-spouse, Sales, Husband, White, Male,3103,0,50, United-States,1
36, Self-emp-inc,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States,0
30, Federal-gov,9, Separated, Adm-clerical, Other-relative, Black, Male,0,0,35, United-States,0
19, ?,13, Never-married, ?, Own-child, Black, Female,0,0,40, Jamaica,0
23, Private,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States,0
24, Private,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
23, Private,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
28, Private,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,45, United-States,0
33, State-gov,10, Separated, Adm-clerical, Own-child, Black, Male,0,0,35, United-States,0
23, Private,10, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States,0
22, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1
18, ?,10, Never-married, ?, Own-child, White, Male,0,0,60, United-States,0
21, ?,10, Never-married, ?, Own-child, White, Female,0,0,35, United-States,0
36, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
24, Private,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,0
29, Private,9, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States,0
20, Private,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
35, State-gov,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,40, United-States,1
38, Private,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
26, Private,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
35, Self-emp-not-inc,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States,0
18, Private,9, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States,0
19, Private,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,49, United-States,0
19, Private,6, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,0
33, Private,9, Separated, Other-service, Unmarried, White, Female,0,0,40, China,0
37, Self-emp-not-inc,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
26, ?,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States,0
32, Private,13, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,30, United-States,0
20, ?,12, Never-married, ?, Not-in-family, White, Female,0,0,32, United-States,0
28, Private,13, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States,0
18, Private,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States,0
35, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
22, ?,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
26, Private,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,0
19, Private,10, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States,0
30, State-gov,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States,0
38, Private,13, Never-married, Other-service, Not-in-family, White, Male,0,0,48, United-States,0
25, Private,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States,0
26, Private,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,28, United-States,0
26, Private,7, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
36, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
39, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1
34, Private,9, Never-married, Handlers-cleaners, Unmarried, White, Female,7443,0,35, United-States,0
29, Private,11, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States,0
22, Private,11, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States,0
25, Private,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States,0
28, Private,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,15, United-States,0
18, ?,10, Never-married, ?, Own-child, Black, Female,0,0,24, United-States,0
27, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,0
20, ?,10, Never-married, ?, Own-child, White, Female,0,0,35, United-States,0
37, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
31, Self-emp-inc,13, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States,0
21, Private,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam,0
24, Private,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
36, Private,9, Separated, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States,0
21, Private,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States,0
37, Private,13, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
29, ?,7, Divorced, ?, Not-in-family, White, Female,3418,0,48, United-States,0
20, Private,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States,0
30, Private,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,99, United-States,0
21, Private,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
20, Private,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, United-States,0
19, Private,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,45, United-States,0
34, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States,1
29, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
29, Private,10, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States,0
34, Self-emp-not-inc,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,0
27, Private,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,0
21, Private,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0
24, Private,5, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Mexico,0
28, Private,9, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
25, Private,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Poland,0
29, Private,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
36, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
23, Private,13, Never-married, Sales, Own-child, White, Female,0,0,30, England,0
23, Federal-gov,10, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,0
21, Private,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
36, Private,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,2258,70, United-States,0
33, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States,1
38, Local-gov,10, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
19, Private,9, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0
32, Federal-gov,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
25, Private,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States,0
32, Private,13, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States,1
37, Private,9, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, ?,0
