age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
49, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
49, Private,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1
48, Private,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico,1
44, Self-emp-not-inc,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,1
58, Private,9, Divorced, Tech-support, Not-in-family, White, Male,4787,0,39, United-States,1
56, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
44, Private,9, Divorced, Craft-repair, Not-in-family, White, Female,14344,0,40, United-States,1
63, ?,5, Separated, ?, Not-in-family, Black, Male,0,0,40, United-States,0
43, Private,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States,0
42, Private,10, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States,0
58, Private,9, Divorced, Craft-repair, Not-in-family, White, Male,14344,0,48, United-States,1
50, Local-gov,13, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,1
53, Self-emp-not-inc,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada,1
51, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0
46, ?,13, Divorced, ?, Not-in-family, White, Female,0,0,8, United-States,0
53, Private,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
45, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
67, Private,2, Widowed, Machine-op-inspct, Not-in-family, White, Female,2062,0,34, Ecuador,0
49, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
48, Private,13, Married-civ-spouse, Tech-support, Wife, White, Female,99999,0,40, United-States,1
46, Private,6, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, United-States,0
60, State-gov,11, Widowed, Other-service, Not-in-family, Black, Female,0,0,37, United-States,0
40, Federal-gov,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
43, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States,1
50, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
50, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
40, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3411,0,40, United-States,0
77, Private,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States,0
61, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
90, Local-gov,9, Married-civ-spouse, Other-service, Husband, White, Male,6767,0,40, United-States,0
57, Self-emp-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States,1
63, Private,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
40, Private,10, Divorced, Exec-managerial, Unmarried, White, Female,1831,0,30, United-States,0
44, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
52, ?,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
53, Local-gov,12, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States,0
53, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States,1
50, Private,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,0
44, Private,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,57, United-States,0
40, Self-emp-inc,13, Separated, Craft-repair, Own-child, White, Male,0,0,50, United-States,0
46, Private,9, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,40, United-States,0
50, Private,7, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States,0
42, Private,11, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States,1
48, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1579,40, United-States,0
43, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
46, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,65, United-States,1
42, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
41, Local-gov,9, Never-married, Other-service, Unmarried, White, Female,0,0,25, United-States,0
58, Self-emp-not-inc,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,72, United-States,1
70, Private,9, Married-civ-spouse, Sales, Husband, White, Male,3432,0,40, United-States,0
42, Self-emp-inc,10, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,2885,0,30, United-States,0
60, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
48, Private,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
45, Local-gov,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
43, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
42, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,1
55, Local-gov,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,2267,40, United-States,0
54, Private,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,38, Puerto-Rico,0
55, Private,9, Divorced, Adm-clerical, Unmarried, White, Male,0,0,25, United-States,0
40, State-gov,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
48, Federal-gov,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States,1
52, Private,9, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States,0
50, Private,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States,1
55, Private,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,55, United-States,1
48, Local-gov,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
55, Federal-gov,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
50, Private,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
45, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States,1
49, Federal-gov,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
49, Private,9, Never-married, Transport-moving, Unmarried, Black, Female,1506,0,40, United-States,0
51, Local-gov,14, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
55, Private,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,36, United-States,0
42, Local-gov,10, Divorced, Transport-moving, Not-in-family, White, Male,0,0,65, United-States,1
40, Private,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
55, Private,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,1
61, Private,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States,0
66, ?,9, Married-civ-spouse, ?, Wife, White, Female,0,0,20, United-States,0
40, Private,11, Married-civ-spouse, Tech-support, Husband, White, Male,4386,0,40, United-States,0
40, Private,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,7298,0,40, United-States,1
66, Private,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,13, United-States,0
52, Private,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, ?,0
51, Private,9, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, United-States,0
55, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
55, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
47, Self-emp-not-inc,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States,1
42, Private,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
45, Private,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,42, United-States,1
58, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
42, Self-emp-inc,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States,1
50, Private,9, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Puerto-Rico,0
50, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
48, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
41, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
45, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0
44, Private,11, Divorced, Exec-managerial, Not-in-family, White, Male,8614,0,40, United-States,1
49, Private,12, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States,1
40, Self-emp-not-inc,9, Separated, Exec-managerial, Other-relative, White, Male,0,0,40, United-States,0
47, Self-emp-inc,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,55, United-States,1
57, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
44, Self-emp-not-inc,8, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,1
59, ?,6, Divorced, ?, Not-in-family, White, Female,0,0,40, England,0
61, ?,6, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States,0
63, ?,7, Separated, ?, Not-in-family, Black, Male,0,0,40, United-States,0
58, Private,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,0
58, Private,8, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, United-States,0
45, Private,8, Never-married, Other-service, Own-child, White, Male,0,0,10, Mexico,0
49, Private,5, Divorced, Other-service, Not-in-family, Black, Male,0,0,37, United-States,0
59, Private,8, Divorced, Transport-moving, Other-relative, Black, Male,0,0,35, United-States,0
41, Private,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,24, El-Salvador,0
42, Private,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
57, Local-gov,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
42, Private,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,1
52, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States,0
59, Self-emp-not-inc,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States,0
41, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
50, Private,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, United-States,1
72, Private,13, Married-civ-spouse, Sales, Husband, White, Male,1455,0,6, United-States,0
54, Self-emp-not-inc,6, Divorced, Other-service, Not-in-family, Black, Female,0,0,10, United-States,0
47, Private,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,26, United-States,0
52, Private,13, Married-civ-spouse, Sales, Wife, White, Female,15024,0,60, United-States,1
50, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
72, ?,13, Married-civ-spouse, ?, Husband, White, Male,0,0,3, United-States,0
40, Local-gov,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1
62, Private,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States,0
44, Private,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States,0
64, Self-emp-inc,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,20051,0,40, ?,1
53, Private,7, Divorced, Craft-repair, Other-relative, White, Female,0,0,40, United-States,0
57, Self-emp-inc,14, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States,1
40, Self-emp-inc,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0
43, Self-emp-not-inc,13, Separated, Craft-repair, Unmarried, White, Male,0,0,35, United-States,0
60, Self-emp-inc,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
44, Private,13, Married-civ-spouse, Tech-support, Husband, White, Male,5178,0,40, United-States,1
46, Private,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,58, United-States,1
55, Private,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States,0
41, Private,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,43, United-States,0
55, Local-gov,14, Widowed, Prof-specialty, Unmarried, White, Female,0,0,45, United-States,0
43, Self-emp-not-inc,13, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States,0
43, Federal-gov,10, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,15, United-States,0
65, Private,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England,1
44, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States,1
52, Private,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,56, United-States,0
59, Private,9, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States,0
44, Private,9, Divorced, Sales, Not-in-family, White, Female,0,1504,40, United-States,0
43, Private,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States,1
56, Self-emp-inc,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
43, Private,13, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, ?,0
40, Private,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
45, Private,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,0
44, Local-gov,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States,1
