age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
38, Local-gov,10, Divorced, Protective-serv, Not-in-family, White, Male,0,0,75, United-States,0
39, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0
24, ?,5, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
33, State-gov,14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Japan,0
29, Self-emp-not-inc,12, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States,1
34, Local-gov,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
23, Local-gov,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Poland,0
25, Local-gov,13, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,0
19, ?,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
37, Self-emp-not-inc,9, Divorced, Farming-fishing, Unmarried, White, Male,0,0,56, United-States,0
34, Local-gov,10, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States,0
22, Private,6, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0
19, Self-emp-not-inc,6, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
36, State-gov,11, Married-spouse-absent, Protective-serv, Own-child, White, Female,0,0,40, Germany,0
22, Self-emp-not-inc,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
28, Private,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States,0
39, Local-gov,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0
22, ?,10, Never-married, ?, Not-in-family, Black, Female,0,0,35, United-States,0
34, Local-gov,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
34, Local-gov,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
21, ?,10, Never-married, ?, Not-in-family, White, Male,0,2001,45, United-States,0
37, State-gov,10, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
34, Private,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States,0
29, ?,16, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States,1
38, Federal-gov,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
31, Federal-gov,11, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
26, State-gov,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
32, Self-emp-not-inc,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
24, ?,4, Married-civ-spouse, ?, Own-child, White, Male,0,0,60, United-States,0
36, Self-emp-not-inc,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,50, United-States,0
23, Private,10, Married-civ-spouse, Sales, Own-child, White, Female,0,0,16, United-States,0
17, ?,6, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
32, ?,7, Divorced, ?, Not-in-family, White, Female,0,0,49, United-States,0
23, Federal-gov,12, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Poland,0
37, Private,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,15, United-States,0
36, Self-emp-not-inc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,3908,0,75, United-States,0
34, State-gov,14, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,24, United-States,0
28, Private,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Dominican-Republic,0
23, ?,7, Never-married, ?, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
27, Local-gov,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,0
28, Local-gov,12, Never-married, Craft-repair, Own-child, White, Male,0,0,5, United-States,0
27, Self-emp-inc,5, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
20, ?,10, Never-married, ?, Own-child, White, Female,0,0,15, United-States,0
32, ?,9, Married-civ-spouse, ?, Husband, White, Male,0,0,24, United-States,0
21, ?,10, Never-married, ?, Not-in-family, White, Female,0,0,30, United-States,0
30, ?,11, Divorced, ?, Unmarried, White, Female,0,0,40, United-States,0
36, Private,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States,0
32, Federal-gov,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
38, Private,9, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States,0
39, Local-gov,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States,1
34, Local-gov,1, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States,0
26, State-gov,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
27, ?,10, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States,0
18, State-gov,9, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, United-States,0
38, Local-gov,13, Separated, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States,0
38, Self-emp-not-inc,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,2824,45, United-States,1
17, ?,7, Never-married, ?, Own-child, White, Female,0,0,40, United-States,0
20, ?,10, Never-married, ?, Own-child, White, Female,0,0,30, United-States,0
28, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
39, Self-emp-inc,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
